Identifiant station;Nom station;Station en fonctionnement;Capacité de la station;Nombre bornettes libres;Nombre total vélos disponibles;Vélos mécaniques disponibles;Vélos électriques disponibles;Borne de paiement disponible;Retour vélib possible;Actualisation de la donnée;Nom communes équipées
10031;Louis Blanc - Aqueduc;OUI;37;28;6;5;1;OUI;OUI;2023-11-05T20:39:49+01:00;Paris
51007;Résistance - Romain Rolland;OUI;28;8;19;11;8;OUI;OUI;2023-11-05T20:43:38+01:00;Argenteuil
12122;Bois de Vincennes - Polygone;OUI;51;48;3;2;1;OUI;OUI;2023-11-05T20:40:36+01:00;Paris
15058;Place du Moulin de Javel;OUI;45;41;4;4;0;OUI;OUI;2023-11-05T20:40:21+01:00;Paris
15120;Colonel Pierre Avia;OUI;29;5;23;22;1;OUI;OUI;2023-11-05T20:43:47+01:00;Paris
22703;Place Jean Mermoz;OUI;30;5;25;19;6;OUI;OUI;2023-11-05T20:43:20+01:00;Bois-Colombes
11028;Guillaume Bertrand - République;OUI;38;23;12;3;9;OUI;OUI;2023-11-05T20:43:11+01:00;Paris
12010;Daumesnil - Picpus;OUI;21;2;24;22;2;OUI;OUI;2023-11-05T20:43:10+01:00;Paris
11029;Ménilmontant - Oberkampf;OUI;40;30;9;1;8;OUI;OUI;2023-11-05T20:42:43+01:00;Paris
25009;Place des Arts - Jean Mermoz;OUI;20;13;7;2;5;OUI;OUI;2023-11-05T20:42:42+01:00;Rueil-Malmaison
15014;Volontaires - Vaugirard;OUI;34;20;13;12;1;OUI;OUI;2023-11-05T20:42:11+01:00;Paris
41304;Port - Maurice Chevalier;OUI;30;20;10;6;4;OUI;OUI;2023-11-05T20:37:16+01:00;Nogent-sur-Marne
13055;M.- A. Lagroua Weill-Hallé -  F. Dolto;OUI;60;35;24;16;8;OUI;OUI;2023-11-05T20:43:13+01:00;Paris
11038;Temple - Charlot;OUI;45;36;9;8;1;OUI;OUI;2023-11-05T20:41:14+01:00;Paris
21027;Fief - République;OUI;25;23;2;2;0;OUI;OUI;2023-11-05T20:36:52+01:00;Boulogne-Billancourt
10001;René Boulanger - Lancry;OUI;62;46;13;10;3;OUI;OUI;2023-11-05T20:41:23+01:00;Paris
15044;Dantzig - Lefebvre;OUI;33;26;7;3;4;OUI;OUI;2023-11-05T20:40:08+01:00;Paris
20030;Ménilmontant - Père Lachaise;OUI;41;28;11;6;5;OUI;OUI;2023-11-05T20:43:36+01:00;Paris
6005;Montparnasse -  Square Ozanam;OUI;49;45;3;1;2;OUI;OUI;2023-11-05T20:40:35+01:00;Paris
8031;Jean Mermoz - Champs-Elysées;OUI;33;21;10;4;6;OUI;OUI;2023-11-05T20:37:33+01:00;Paris
21007;Rond-Point Rhin et Danube;OUI;53;3;49;47;2;OUI;OUI;2023-11-05T20:43:25+01:00;Boulogne-Billancourt
10151;Gare du Nord - Faubourg Saint-Denis;OUI;28;28;0;0;0;OUI;OUI;2023-11-05T20:43:23+01:00;Paris
19007;Flandre - Ourcq;OUI;30;19;10;7;3;OUI;OUI;2023-11-05T20:43:48+01:00;Paris
16140;Hippodrome de Longchamp;OUI;30;24;6;4;2;OUI;OUI;2023-11-05T20:43:16+01:00;Paris
5105;Geoffroy-Saint-Hilaire - Saint-Marcel;OUI;17;6;10;9;1;OUI;OUI;2023-11-05T20:43:18+01:00;Paris
20035;Pyrénées - Ménilmontant;OUI;26;16;9;0;9;OUI;OUI;2023-11-05T20:43:37+01:00;Paris
21107;Bertrand Sincholle - Henri Barbusse;OUI;23;12;11;10;1;OUI;OUI;2023-11-05T20:42:25+01:00;Clichy
44010;8 Mai 1945 - 10 Juillet 1940;OUI;30;30;0;0;0;NON;NON;2023-11-05T09:56:42+01:00;Vitry-sur-Seine
13008;Place d'Italie - Soeur Rosalie;OUI;52;37;12;6;6;OUI;OUI;2023-11-05T20:43:30+01:00;Paris
20037;Gambetta - Saint Fargeau;OUI;24;19;5;0;5;OUI;OUI;2023-11-05T20:42:11+01:00;Paris
22007;Commandant Charcot - Bretteville;OUI;36;32;4;2;2;OUI;OUI;2023-11-05T20:41:36+01:00;Neuilly-sur-Seine
19045;Macdonald - Césaria Evora;OUI;67;50;16;12;4;OUI;OUI;2023-11-05T20:42:06+01:00;Paris
12039;Général Michel Bizot - Claude Decaen;OUI;38;7;30;24;6;OUI;OUI;2023-11-05T20:41:31+01:00;Paris
23106;Pavé des Gardes - Charles Vaillant;OUI;20;16;4;1;3;OUI;OUI;2023-11-05T20:40:08+01:00;Sèvres
5031;Lacépède - Linné;OUI;54;42;12;12;0;OUI;OUI;2023-11-05T20:42:55+01:00;Paris
13053;Chevaleret - Tolbiac;OUI;21;7;14;14;0;OUI;OUI;2023-11-05T20:41:58+01:00;Paris
12017;Saint-Mandé - Docteur Arnold Netter;OUI;39;33;5;2;3;OUI;OUI;2023-11-05T20:40:49+01:00;Paris
48011;Epi d'Or - Chevilly;OUI;20;14;6;1;5;OUI;OUI;2023-11-05T20:42:55+01:00;Villejuif
6009;Guynemer - Jardin du Luxembourg;OUI;36;32;4;3;1;OUI;OUI;2023-11-05T20:40:01+01:00;Paris
41212;Nungesser - Santé;OUI;22;15;5;0;5;OUI;OUI;2023-11-05T20:43:01+01:00;Fontenay-sous-Bois
42027;Verdun - Pierre et Marie Curie;OUI;26;15;8;2;6;OUI;OUI;2023-11-05T20:43:50+01:00;Ivry-sur-Seine
26011;Ménil - Argenteuil;OUI;20;7;13;10;3;OUI;OUI;2023-11-05T20:38:36+01:00;Asnières-sur-Seine
11040;Temple - Jean-Pierre Timbaud;OUI;36;25;11;9;2;OUI;OUI;2023-11-05T20:41:14+01:00;Paris
18203;Lamarck - Saint-Ouen;OUI;40;33;7;5;2;OUI;OUI;2023-11-05T20:40:46+01:00;Paris
4005;Quai des Célestins - Henri IV;OUI;14;5;7;5;2;OUI;OUI;2023-11-05T20:42:29+01:00;Paris
22209;Verdun - Henri Barbusse;OUI;24;22;2;1;1;OUI;OUI;2023-11-05T20:36:01+01:00;Bagneux
30007;Pablo Picasso - Maurice Thorez;OUI;0;0;0;0;0;NON;NON;2023-11-05T20:42:12+01:00;Bobigny
21021;Enfants du Paradis - Peupliers;OUI;40;24;16;11;5;OUI;OUI;2023-11-05T20:41:44+01:00;Boulogne-Billancourt
17036;Place Tristan Bernard;OUI;28;21;7;4;3;OUI;OUI;2023-11-05T20:37:48+01:00;Paris
8002;Gare Saint-Lazare - Cour du Havre;OUI;45;39;7;5;2;OUI;OUI;2023-11-05T20:43:22+01:00;Paris
1201;Perrault - Place du Louvre;OUI;28;13;13;10;3;OUI;OUI;2023-11-05T20:40:43+01:00;Paris
25010;Maréchal Leclerc de Hauteclocque - Marché Buzenval;OUI;30;28;2;1;1;OUI;OUI;2023-11-05T20:34:49+01:00;Rueil-Malmaison
21510;Fontaine du Tertre - Calvaire;OUI;24;9;15;8;7;OUI;OUI;2023-11-05T20:39:27+01:00;Suresnes
12105;Bercy - Villot;OUI;34;24;8;5;3;OUI;OUI;2023-11-05T20:41:25+01:00;Paris
21033;Sèvres - Maréchal Juin;OUI;18;1;16;12;4;OUI;OUI;2023-11-05T20:40:10+01:00;Boulogne-Billancourt
18018;Carpeaux - Place Jacques Froment;OUI;19;10;7;1;6;OUI;OUI;2023-11-05T20:40:25+01:00;Paris
21112;Claude Debussy - Marc Bloch;OUI;56;30;25;21;4;OUI;OUI;2023-11-05T20:37:30+01:00;Clichy
10025;Jemmapes - Ecluses Saint-Martin;OUI;15;9;6;4;2;OUI;OUI;2023-11-05T20:38:33+01:00;Paris
1003;Saint-Denis - Rivoli;OUI;43;4;38;35;3;OUI;OUI;2023-11-05T20:43:43+01:00;Paris
32305;Saint-Germain - Verdun;OUI;30;26;3;0;3;OUI;OUI;2023-11-05T20:34:56+01:00;Romainville
33019;Madeleine Vionnet;OUI;34;25;10;8;2;OUI;OUI;2023-11-05T20:43:33+01:00;Aubervilliers
21320;Président Roosevelt - Rouget de Lisle;NON;40;40;0;0;0;NON;NON;2021-07-28T09:10:05+02:00;Issy-les-Moulineaux
24010;Charles de Gaulle - Rue de l'Alma;OUI;28;11;17;2;15;OUI;OUI;2023-11-05T20:43:51+01:00;Courbevoie
32051;Station Humanisée Brennus;OUI;200;200;0;0;0;NON;NON;2023-10-28T23:50:13+02:00;Saint-Denis
10028;Gare du Nord - Dunkerque;OUI;29;28;1;1;0;OUI;OUI;2023-11-05T20:41:52+01:00;Paris
12165;Champs de Manoeuvre - Cartoucherie;OUI;20;16;4;1;3;OUI;OUI;2023-11-05T20:43:28+01:00;Paris
41101;Paul Doumer - Stalingrad;OUI;24;6;16;15;1;OUI;OUI;2023-11-05T20:42:58+01:00;Arcueil
22602;Place Henri Dunant - Gare RER;OUI;31;21;8;2;6;OUI;OUI;2023-11-05T20:41:32+01:00;Fontenay-aux-Roses
15122;Place Charles Vallin;OUI;26;12;12;4;8;OUI;OUI;2023-11-05T20:41:56+01:00;Paris
11201;Faubourg St-Antoine - Place de la Nation;OUI;16;8;6;6;0;OUI;OUI;2023-11-05T20:39:14+01:00;Paris
7007;Musée d'Orsay;OUI;65;48;17;15;2;OUI;OUI;2023-11-05T20:39:36+01:00;Paris
12106;Gare de Lyon - Roland Barthes;OUI;68;51;16;13;3;OUI;OUI;2023-11-05T20:43:49+01:00;Paris
3201;Payenne - Square George Caïn;OUI;24;17;6;3;3;OUI;OUI;2023-11-05T20:43:07+01:00;Paris
32023;Guy Môquet - Jean Moulin;OUI;30;10;20;16;4;OUI;OUI;2023-11-05T20:42:33+01:00;Saint-Denis
21508;Georges Pompidou - Verdun;OUI;26;12;14;10;4;OUI;OUI;2023-11-05T20:35:18+01:00;Suresnes
23203;Division Leclerc - Kléber;OUI;25;21;4;1;3;OUI;OUI;2023-11-05T20:43:41+01:00;Châtillon
19018;Cité de la Musique;OUI;60;51;8;4;4;OUI;OUI;2023-11-05T20:43:13+01:00;Paris
15056;Place Balard;OUI;22;4;19;16;3;OUI;OUI;2023-11-05T20:42:57+01:00;Paris
15032;Félix Faure - Lourmel;OUI;58;6;52;52;0;OUI;OUI;2023-11-05T20:41:54+01:00;Paris
34005;Adrien Lesesne - Docteur Bauer;OUI;30;11;17;10;7;OUI;OUI;2023-11-05T20:41:49+01:00;Saint-Ouen-sur-Seine
8003;Galilée - Vernet;OUI;17;16;1;1;0;OUI;OUI;2023-11-05T20:39:26+01:00;Paris
17127;Porte de Clichy - Place des Nations Unies;OUI;40;4;35;26;9;OUI;OUI;2023-11-05T20:42:54+01:00;Paris
22302;Gare RER - Général de Gaulle;OUI;41;10;31;10;21;OUI;OUI;2023-11-05T20:43:22+01:00;Gennevilliers
26008;Henri Barbusse - Bourguignons;OUI;34;12;22;7;15;OUI;OUI;2023-11-05T20:43:23+01:00;Asnières-sur-Seine
9029;Saint-Lazare - Place d'Estienne d'Orves;OUI;39;33;6;4;2;OUI;OUI;2023-11-05T20:43:11+01:00;Paris
26009;Marceau Delorme - Pierre Brossolette;OUI;28;5;23;20;3;OUI;OUI;2023-11-05T20:43:35+01:00;Asnières-sur-Seine
34009;Dora Maar - Nadia Guendouz;OUI;30;4;24;18;6;OUI;OUI;2023-11-05T20:43:55+01:00;Saint-Ouen-sur-Seine
34008;Garibaldi - Gabriel Péri;OUI;30;6;21;15;6;OUI;OUI;2023-11-05T20:39:28+01:00;Saint-Ouen-sur-Seine
21327;Jean Bouin - Gouverneur Général Eboué;OUI;31;2;29;25;4;OUI;OUI;2023-11-05T20:40:50+01:00;Issy-les-Moulineaux
34012;Bateliers - Quai de Seine;OUI;26;16;9;7;2;OUI;OUI;2023-11-05T20:40:42+01:00;Saint-Ouen-sur-Seine
22208;Stalingrad - Barbara;OUI;20;17;3;0;3;OUI;OUI;2023-11-05T20:39:03+01:00;Bagneux
21302;Aristide Briand - Place de la Résistance;OUI;25;7;19;13;6;OUI;OUI;2023-11-05T20:39:34+01:00;Issy-les-Moulineaux
26010;Louis Armand - Bernard Palissy;NON;0;0;0;0;0;NON;NON;2023-01-25T15:17:38+01:00;Asnières-sur-Seine
23204;Roland Garros - Jean Bouin;OUI;28;17;10;4;6;OUI;OUI;2023-11-05T20:41:14+01:00;Châtillon
11001;Richard Lenoir - Place de la Bastille;OUI;53;15;33;30;3;OUI;OUI;2023-11-05T20:43:40+01:00;Paris
31301;Gare RER;OUI;30;13;17;13;4;OUI;OUI;2023-11-05T20:40:46+01:00;Noisy-le-Sec
45005;Stalingrad - Général de Gaulle;OUI;26;4;21;13;8;OUI;OUI;2023-11-05T20:43:17+01:00;Champigny-sur-Marne
31303;Simone Signoret - Paris;OUI;28;17;10;3;7;OUI;OUI;2023-11-05T20:43:08+01:00;Noisy-le-Sec
35021;Cartier Bresson - Denis Papin;OUI;32;23;7;5;2;OUI;OUI;2023-11-05T20:43:42+01:00;Pantin
4104;Sebastopol - Rambuteau;OUI;16;9;7;7;0;OUI;OUI;2023-11-05T20:41:21+01:00;Paris
22305;Jean Jaurès - Place du Dr Roux;OUI;35;1;33;25;8;OUI;OUI;2023-11-05T20:43:33+01:00;Gennevilliers
10026;Gare de l'Est - Chateau Landon;OUI;59;54;5;2;3;OUI;OUI;2023-11-05T20:43:44+01:00;Paris
18045;Pierre Ginier - Clichy;OUI;16;13;3;0;3;OUI;OUI;2023-11-05T20:42:49+01:00;Paris
17010;Jonquière - Docteur Paul Brousse;OUI;40;35;5;1;4;OUI;OUI;2023-11-05T20:40:44+01:00;Paris
22507;Châteaudun - Place de la Liberté;OUI;26;9;17;2;15;OUI;OUI;2023-11-05T20:43:46+01:00;La Garenne-Colombes
18023;Ordener - Poissonniers;OUI;35;30;4;4;0;OUI;OUI;2023-11-05T20:40:16+01:00;Paris
12001;Bastille - Biscornet;OUI;62;31;31;24;7;OUI;OUI;2023-11-05T20:42:05+01:00;Paris
18024;Clignancourt - Ordener;OUI;35;28;6;2;4;OUI;OUI;2023-11-05T20:40:30+01:00;Paris
21954;Val-Fleury;OUI;23;20;2;0;2;OUI;OUI;2023-11-05T20:38:13+01:00;Meudon
8004;Malesherbes - Place de la Madeleine;OUI;67;32;35;32;3;OUI;OUI;2023-11-05T20:41:53+01:00;Paris
10038;Place du Colonel Fabien;OUI;27;16;10;1;9;OUI;OUI;2023-11-05T20:43:44+01:00;Paris
22005;Charles de Gaulle - Madrid;OUI;22;17;3;1;2;OUI;OUI;2023-11-05T20:42:10+01:00;Neuilly-sur-Seine
23205;Parc des Pierrettes;OUI;23;18;5;1;4;OUI;OUI;2023-11-05T20:43:03+01:00;Châtillon
23201;Avenir;OUI;45;37;8;3;5;OUI;OUI;2023-11-05T20:38:46+01:00;Châtillon
9035;Gare Saint-Lazare - Place de Budapest;OUI;44;41;2;0;2;OUI;OUI;2023-11-05T20:39:12+01:00;Paris
17126;Hélène et François Missoffe - Emile Borel;OUI;32;16;16;13;3;OUI;OUI;2023-11-05T20:43:41+01:00;Paris
21514;Place de la Paix - Abbé Saint-Pierre;OUI;24;22;2;0;2;OUI;OUI;2023-11-05T20:42:20+01:00;Suresnes
9104;Caumartin - Provence;OUI;22;21;0;0;0;OUI;OUI;2023-11-05T20:42:49+01:00;Paris
13123;BNF - Bibliothèque Nationale de France;OUI;42;17;28;27;1;OUI;OUI;2023-11-05T20:41:49+01:00;Paris
18026;Ruisseau - Ordener;OUI;35;24;6;1;5;OUI;OUI;2023-11-05T20:42:04+01:00;Paris
42004;Westermeyer - Paul Vaillant-Couturier;OUI;25;2;36;27;9;OUI;OUI;2023-11-05T20:43:31+01:00;Ivry-sur-Seine
